zone,label,non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
350051007,,3,0,0,0,0,0,0,0,0,nan,0,0
350051008,,7,0,0,0,0,0,0,0,0,nan,0,0
350051011,,7,0,0,0,0,0,0,0,0,nan,0,0
350061001,,40,0,0,0,0,0,0,0,0,nan,0,0
350061005,,2574094,0,0,0,0,0,0,0,0,nan,0,0
350061006,,8293,0,0,0,0,0,0,0,0,nan,0,0
350061007,,38074,0,0,0,0,0,0,0,0,nan,0,0
350061008,,604,0,0,0,0,0,0,0,0,nan,0,0
350061009,,535,0,0,0,0,0,0,0,0,nan,0,0
350061010,,1023,0,0,0,0,0,0,0,0,nan,0,0
350061011,,2262,0,0,0,0,0,0,0,0,nan,0,0
350071001,,1592,0,0,0,0,0,0,0,0,nan,0,0
350071003,,5068,0,0,0,0,0,0,0,0,nan,0,0
350071006,,2,0,0,0,0,0,0,0,0,nan,0,0
350071007,,2845,0,0,0,0,0,0,0,0,nan,0,0
350071008,,38,0,0,0,0,0,0,0,0,nan,0,0
350071010,,21,0,0,0,0,0,0,0,0,nan,0,0
350071012,,15,0,0,0,0,0,0,0,0,nan,0,0
350091002,,3597418,0,0,0,0,0,0,0,0,nan,0,0
350091004,,840269,0,0,0,0,0,0,0,0,nan,0,0
350091006,,438971,0,0,0,0,0,0,0,0,nan,0,0
350091008,,1274,0,0,0,0,0,0,0,0,nan,0,0
350111001,,10734,0,0,0,0,0,0,0,0,nan,0,0
350111004,,1626,0,0,0,0,0,0,0,0,nan,0,0
350111006,,10551,0,0,0,0,0,0,0,0,nan,0,0
350111007,,23770,0,0,0,0,0,0,0,0,nan,0,0
350111008,,117,0,0,0,0,0,0,0,0,nan,0,0
350111012,,4919,0,0,0,0,0,0,0,0,nan,0,0
350131001,,16,0,0,0,0,0,0,0,0,nan,0,0
350131002,,163,0,0,0,0,0,0,0,0,nan,0,0
350131004,,142976,0,0,0,0,0,0,0,0,nan,0,0
350131005,,14,0,0,0,0,0,0,0,0,nan,0,0
350131006,,44694,0,0,0,0,0,0,0,0,nan,0,0
350131007,,87953,0,0,0,0,0,0,0,0,nan,0,0
350131008,,14,0,0,0,0,0,0,0,0,nan,0,0
350131011,,419,0,0,0,0,0,0,0,0,nan,0,0
350131012,,815,0,0,0,0,0,0,0,0,nan,0,0
350151001,,233235,0,0,0,0,0,0,0,0,nan,0,0
350151002,,891163,0,0,0,0,0,0,0,0,nan,0,0
350151005,,216153,0,0,0,0,0,0,0,0,nan,0,0
350151006,,291423,0,0,0,0,0,0,0,0,nan,0,0
350151007,,105,0,0,0,0,0,0,0,0,nan,0,0
350151008,,13,0,0,0,0,0,0,0,0,nan,0,0
350151010,,4182,0,0,0,0,0,0,0,0,nan,0,0
350151012,,6,0,0,0,0,0,0,0,0,nan,0,0
350171001,,142,0,0,0,0,0,0,0,0,nan,0,0
350171002,,158,0,0,0,0,0,0,0,0,nan,0,0
350171006,,1625,0,0,0,0,0,0,0,0,nan,0,0
350171007,,9,0,0,0,0,0,0,0,0,nan,0,0
350171008,,556466,0,0,0,0,0,0,0,0,nan,0,0
350171010,,3688,0,0,0,0,0,0,0,0,nan,0,0
350171011,,10076,0,0,0,0,0,0,0,0,nan,0,0
350191001,,4767,0,0,0,0,0,0,0,0,nan,0,0
350191002,,39508,0,0,0,0,0,0,0,0,nan,0,0
350191006,,1028,0,0,0,0,0,0,0,0,nan,0,0
350191007,,1925608,0,0,0,0,0,0,0,0,nan,0,0
350191008,,2394,0,0,0,0,0,0,0,0,nan,0,0
350191012,,517429,0,0,0,0,0,0,0,0,nan,0,0
350211004,,712144,0,0,0,0,0,0,0,0,nan,0,0
350211006,,386374,0,0,0,0,0,0,0,0,nan,0,0
350211008,,224199,0,0,0,0,0,0,0,0,nan,0,0
350211010,,112079,0,0,0,0,0,0,0,0,nan,0,0
350231001,,61744,0,0,0,0,0,0,0,0,nan,0,0
