Region,Ownership,X2001_ha,X2002_ha,X2003_ha,X2004_ha,X2005_ha,X2006_ha,X2007_ha,X2008_ha,X2009_ha,X2010_ha,X2011_ha,X2012_ha,X2013_ha,X2014_ha,X2015_ha,X2016_ha,X2017_ha,X2018_ha,X2019_ha,X2020_ha,X2021_ha,X2022_ha,X2023_ha,X2024_ha,X2025_ha,X2026_ha,X2027_ha,X2028_ha,X2029_ha,X2030_ha,X2031_ha,X2032_ha,X2033_ha,X2034_ha,X2035_ha,X2036_ha,X2037_ha,X2038_ha,X2039_ha,X2040_ha,X2041_ha,X2042_ha,X2043_ha,X2044_ha,X2045_ha,X2046_ha,X2047_ha,X2048_ha,X2049_ha,X2050_ha,X2051_ha,X2052_ha,X2053_ha,X2054_ha,X2055_ha,X2056_ha,X2057_ha,X2058_ha,X2059_ha,X2060_ha,X2061_ha,X2062_ha,X2063_ha,X2064_ha,X2065_ha,X2066_ha,X2067_ha,X2068_ha,X2069_ha,X2070_ha,X2071_ha,X2072_ha,X2073_ha,X2074_ha,X2075_ha,X2076_ha,X2077_ha,X2078_ha,X2079_ha,X2080_ha,X2081_ha,X2082_ha,X2083_ha,X2084_ha,X2085_ha,X2086_ha,X2087_ha,X2088_ha,X2089_ha,X2090_ha,X2091_ha,X2092_ha,X2093_ha,X2094_ha,X2095_ha,X2096_ha,X2097_ha,X2098_ha,X2099_ha,X2100_ha
C08059,Fed_Other,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149,3.022149
C08061,BLM,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855
C08061,NPS,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934,1.116934
C08061,Private,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096,215.577096
C08061,State_Other,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701,1.057701
C08061,State_Trust,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524,21.024524
C08063,Private,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775,50.844775
C08063,State_Trust,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872,3.044872
C08065,BLM,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813,0.436813
C08065,FWS,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953,0.006953
C08065,Local,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557,0.014557
C08065,Private,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268,1.148268
C08065,State_Trust,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003,0.04003
C08065,USFS,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698,2.628698
C08065,Wilderness,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434,1.087434
C08067,BLM,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557,25.645557
C08067,DOD,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076,0.128076
C08067,Local,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745,0.152745
C08067,Private,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576,312.342576
C08067,State_Other,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516,14.045516
C08067,State_Trust,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719,14.145719
C08067,Tribal,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088,76.343088
C08067,USFS,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517,295.431517
C08067,Wilderness,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957,99.717957
C08067,Fed_Other,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936,0.002936
C08069,BLM,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776,8.870776
