zone,label,non_null,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
803308206,,126751,0,0,324.5952148,324.5952148,72.65066794,72.65066794,19.00043922,361.0166905,0.261531515,9208544.811,9208544.811
803308207,,3828,0,38.49512863,182.2203674,143.7252388,94.76894553,94.76894553,28.98051942,839.8705058,0.305801856,362775.5235,362775.5235
803308208,,3144,0,62.72145462,302.7384033,240.0169487,94.47860712,94.47860712,25.41514445,645.9295673,0.269004225,297040.7408,297040.7408
803308210,,102680,0,54.68379974,362.0220947,307.338295,97.79826262,97.79826262,21.33555884,455.2060709,0.218158874,10041925.61,10041925.61
803308211,,69310,0,36.91667557,280.4525452,243.5358696,75.90369168,75.90369168,14.61592203,213.6251769,0.192558777,5260884.87,5260884.87
803309001,,1298,0,0,297.7296143,297.7296143,14.41779386,14.41779386,46.03940091,2119.626436,3.193234788,18714.29642,18714.29642
803309006,,2186,0,0,362.1146545,362.1146545,56.74290135,56.74290135,85.39271879,7291.916422,1.504905755,124039.9823,124039.9823
803309007,,12,0,102.4478912,136.3227997,33.8749085,125.8577035,125.8577035,9.953529555,99.07275061,0.079085581,1510.292442,1510.292442
803309010,,230,0,0,341.4597473,341.4597473,190.1146614,190.1146614,42.95425927,1845.068389,0.225938699,43726.37213,43726.37213
803309011,,91,0,0,393.0809937,393.0809937,192.1385748,192.1385748,130.4629089,17020.5706,0.67900425,17484.61031,17484.61031
803309101,,12528,0,42.14319611,295.2459106,253.1027145,112.7216918,112.7216918,36.03783841,1298.754414,0.319759266,1427229.111,1427229.111
803309106,,56490,0,0,363.7501221,363.7501221,89.00414995,89.00414995,37.72160277,1613.368475,0.411869176,6324211.227,6324211.227
803309107,,3966,0,39.76679611,228.9015808,189.1347847,108.0972455,108.0972455,32.1397105,1036.412352,0.305084088,484776.5071,484776.5071
803309108,,1915,0,64.02598572,220.0795593,156.0535736,142.4171493,142.4171493,22.29631655,539.275981,0.155638151,278619.8997,278619.8997
803309110,,54334,0,0,426.1063538,426.1063538,146.1422943,146.1422943,30.98817187,1146.634353,0.205682286,8601128.918,8601128.918
803309111,,8497,0,35.95722198,400.7092896,364.7520676,113.0102028,113.0102028,61.86018731,3826.682774,0.547385862,960247.6933,960247.6933
803309201,,1834,0,0,297.7296143,297.7296143,112.4277927,112.4277927,31.79396487,1010.856202,0.282794531,206192.5719,206192.5719
803309206,,14958,0,0,365.8490906,365.8490906,132.8527368,132.8527368,47.24403126,2231.99849,0.355612029,1987211.237,1987211.237
803309207,,815,0,46.27462769,321.3320313,275.0574036,130.5307746,130.5307746,32.52855918,1058.107162,0.249202223,106382.5813,106382.5813
803309208,,420,0,88.74989319,219.7518311,131.0019379,149.381871,149.381871,20.78197855,431.8906323,0.139119817,62740.3858,62740.3858
803309210,,24011,0,0,435.4407349,435.4407349,146.9052243,146.9052243,33.81181068,1143.238542,0.23016071,3527341.341,3527341.341
803309211,,855,0,0,396.1560364,396.1560364,165.6613487,165.6613487,51.19326695,2620.750581,0.309023604,141640.4531,141640.4531
803309801,,456,0,39.12997055,134.865387,95.73541645,69.25992061,69.25992061,18.20807698,331.5340672,0.262894858,31582.5238,31582.5238
803309806,,24845,0,0,326.8314819,326.8314819,67.92007342,67.92007342,37.8862782,1435.370076,0.557806791,1687474.224,1687474.224
803309807,,322,0,39.77184677,129.3479156,89.57606883,48.37970608,48.37970608,16.2877695,265.2914353,0.336665326,15578.26536,15578.26536
803309810,,1274,0,67.49797058,344.0078125,276.5098419,187.6953493,187.6953493,40.28962137,1623.25359,0.21465434,239123.875,239123.875
803309811,,66,0,52.1218338,74.04789734,21.92606354,64.52857428,64.52857428,5.602349768,31.38632292,0.086819674,4258.885902,4258.885902
803309901,,1249,0,42.98334122,182.4835205,139.5001793,90.09703483,90.09703483,30.52012091,931.4777801,0.338747229,112531.1965,112531.1965
803309906,,289094,0,0,326.8314819,326.8314819,57.15838694,57.15838694,18.10724673,327.8723841,0.316790723,16524146.71,16524146.71
803309907,,2289,0,40.41797256,321.3320313,280.9140587,114.3750894,114.3750894,30.97210155,959.2710741,0.270794119,261804.5797,261804.5797
803309908,,485,0,92.32059479,173.7065277,81.38593291,113.8433578,113.8433578,15.48672474,239.8386433,0.136035383,55214.02854,55214.02854
803309910,,3075,0,64.72411346,242.7766876,178.0525741,128.4555202,128.4555202,26.11238933,681.8568767,0.20327962,395000.7246,395000.7246
803309911,,176,0,50.43657684,135.0029602,84.56638336,64.80462332,64.80462332,10.9407311,119.6995971,0.168826398,11405.6137,11405.6137
803501004,,230,0,0,187.4792023,187.4792023,32.47620987,32.47620987,44.56742675,1986.255528,1.372309975,7469.528271,7469.528271
803501006,,2357,0,0,159.3125458,159.3125458,60.63547321,60.63547321,16.56065429,274.2552704,0.273118249,142917.8104,142917.8104
803501010,,117,0,0,212.4852295,212.4852295,135.7115317,135.7115317,54.93334222,3017.672087,0.404780209,15878.24921,15878.24921
803501012,,10,0,0,99.47650146,99.47650146,24.38211365,24.38211365,37.96358534,1441.233812,1.557026019,243.8211365,243.8211365
803503004,,30,0,52.03245926,92.50400543,40.47154617,60.13983968,60.13983968,9.695600014,94.00465963,0.16121759,1804.19519,1804.19519
803503006,,1630,0,0,128.9361115,128.9361115,60.00377509,60.00377509,10.3754658,107.6502906,0.172913551,97806.15339,97806.15339
803503008,,5,0,56.03145218,57.52679443,1.49534225,56.68941956,56.68941956,0.579922167,0.33630972,0.010229813,283.4470978,283.4470978
803503012,,141,0,51.49682617,103.0995941,51.60276793,67.60229425,67.60229425,12.02594735,144.6234098,0.177892592,9531.923489,9531.923489
803504004,,86347,0,0,202.7509308,202.7509308,75.15324874,75.15324874,13.91169449,193.5352436,0.185111019,6489257.569,6489257.569
803504006,,597934,0,0,295.5870056,295.5870056,67.52429075,67.52429075,14.37393176,206.6099142,0.212870533,40375069.27,40375069.27
803504007,,10796,0,0,180.4149323,180.4149323,77.57635216,77.57635216,24.46068019,598.3248754,0.315311039,837514.2979,837514.2979
803504008,,8869,0,49.34069061,166.6384125,117.2977219,66.19594387,66.19594387,13.98117187,195.4731668,0.211208891,587091.8262,587091.8262
803504010,,3795,0,81.68409729,327.5977173,245.91362,134.5337656,134.5337656,21.73529011,472.422836,0.161560111,510555.6406,510555.6406
803504012,,6618,0,0,132.5999146,132.5999146,66.14469446,66.14469446,13.10246298,171.6745361,0.19808789,437745.5879,437745.5879
803505004,,44742,0,0,202.7509308,202.7509308,95.8366609,95.8366609,19.95711906,398.2866011,0.208240968,4287923.882,4287923.882
803505006,,260803,0,0,295.5870056,295.5870056,81.97574012,81.97574012,21.66277983,469.27603,0.264258423,21379518.95,21379518.95
803505007,,2274,0,53.07282639,180.4149323,127.3421059,111.9669828,111.9669828,29.29103856,857.9649402,0.26160425,254612.9189,254612.9189
803505008,,2638,0,51.33242035,166.8534698,115.5210495,109.3806778,109.3806778,32.92598886,1084.120742,0.301021986,288546.2281,288546.2281
803505010,,83317,0,64.60060883,339.2742004,274.6735916,132.2755388,132.2755388,24.87366792,618.6993558,0.188044352,11020801.06,11020801.06
803505012,,461,0,0,110.2802505,110.2802505,62.37275241,62.37275241,13.98065498,195.4587138,0.224146834,28753.83886,28753.83886
803507004,,1075,0,0,163.8993988,163.8993988,100.771761,100.771761,20.03525528,401.4114541,0.198818152,108329.6431,108329.6431
803507006,,4581,0,0,286.7013855,286.7013855,117.1906471,117.1906471,34.97486168,1223.24095,0.298444138,536850.3542,536850.3542
803507007,,234,0,65.06162262,177.6321716,112.570549,113.7488574,113.7488574,25.14778344,632.4110117,0.221081636,26617.23262,26617.23262
803507008,,222,0,106.3356552,166.6384125,60.3027573,133.8981561,133.8981561,16.00606826,256.1942212,0.119539124,29725.39066,29725.39066
803507010,,14547,0,68.22400665,322.3577881,254.1337815,136.3268706,136.3268706,26.08447978,680.4000852,0.191337773,1983146.987,1983146.987
803507012,,16,0,74.20231628,102.4939957,28.29167942,89.23018694,89.23018694,10.40748034,108.3156471,0.116636317,1427.682991,1427.682991
803508104,,18921,0,0,219.582962,219.582962,125.2342793,125.2342793,28.70473814,823.9619914,0.229208315,2369557.799,2369557.799
803508106,,177815,0,0,295.5870056,295.5870056,123.9648219,123.9648219,33.47918429,1120.85578,0.270070039,22042804.81,22042804.81
803508107,,3375,0,0,190.9167938,190.9167938,140.5104516,140.5104516,28.16617246,793.3332712,0.200456067,474222.7741,474222.7741
803508108,,1375,0,57.24744797,177.022171,119.774723,127.3714357,127.3714357,28.74659344,826.3666342,0.225691053,175135.724,175135.724
803508110,,461736,0,0,391.3184814,391.3184814,166.3119549,166.3119549,22.9137567,525.0402461,0.137775764,76792216.83,76792216.83
803508112,,151,0,0,122.3080292,122.3080292,86.74805658,86.74805658,25.03530082,626.7662873,0.288597829,13098.95654,13098.95654
803508204,,2734,0,0,219.582962,219.582962,114.1225298,114.1225298,33.59555831,1128.661538,0.294381472,312010.9964,312010.9964
803508206,,9021,0,0,286.7013855,286.7013855,112.2955627,112.2955627,36.7932008,1353.739625,0.327646079,1013018.271,1013018.271
803508207,,827,0,55.52701569,172.5837097,117.056694,121.081112,121.081112,21.22188572,450.3684336,0.175269994,100134.0796,100134.0796
803508208,,210,0,61.32945633,165.8677216,104.5382653,147.4310383,147.4310383,14.73280723,217.0556088,0.09993016,30960.51804,30960.51804
803508210,,26222,0,71.85617065,391.3184814,319.4623108,141.9492692,141.9492692,24.66082477,608.1562783,0.173729847,3722193.738,3722193.738
803508212,,94,0,0,138.5015564,138.5015564,77.7145602,77.7145602,34.86616669,1215.64958,0.448643943,7305.168659,7305.168659
803509004,,1891,0,0,219.582962,219.582962,25.7678812,25.7678812,49.45658029,2445.953334,1.919311095,48727.06336,48727.06336
803509006,,3750,0,0,195.313385,195.313385,40.05244118,40.05244118,30.76783477,946.6596563,0.768188751,150196.6544,150196.6544
803509007,,4,0,0,101.9598618,101.9598618,76.46989632,76.46989632,44.14991522,1949.215014,0.577350269,305.8795853,305.8795853
803509010,,156,0,0,194.7837219,194.7837219,112.5551515,112.5551515,57.22160045,3274.311559,0.508387219,17558.60363,17558.60363
803509012,,3485,0,0,142.8930054,142.8930054,10.85094362,10.85094362,29.56826177,874.2821044,2.724948428,37815.53853,37815.53853
803509104,,14492,0,0,197.5629425,197.5629425,83.81649045,83.81649045,25.5738202,660.398416,0.306692389,1259172.7,1259172.7
803509106,,88741,0,0,286.7013855,286.7013855,83.15578673,83.15578673,27.79514011,779.2121688,0.333925527,7465805.292,7465805.292
803509107,,946,0,53.59995651,177.7927094,124.1927529,96.95987471,96.95987471,22.52656749,630.9080789,0.225953537,96929.46391,96929.46391
803509108,,657,0,51.33242035,166.6145477,115.2821274,115.0151874,115.0151874,25.84407111,730.0462657,0.25388735,58399.53605,58399.53605
803509110,,38047,0,0,391.3184814,391.3184814,149.3347151,149.3347151,24.43535953,611.9772324,0.162640633,6220518.425,6220518.425
803509112,,2512,0,0,160.834259,160.834259,82.02041362,82.02041362,37.6906276,1472.030842,0.533213379,265613.3686,265613.3686
803509204,,6741,0,0,187.4792023,187.4792023,81.03094825,81.03094825,19.42395688,377.2901007,0.239710349,546229.6222,546229.6222
803509206,,34670,0,0,229.9628601,229.9628601,84.59142373,84.59142373,23.39464234,547.30929,0.276560451,2932784.661,2932784.661
803509207,,260,0,0,174.7159882,174.7159882,96.47428978,96.47428978,31.48696976,991.4292644,0.326376798,25083.31534,25083.31534
803509208,,274,0,54.19406128,166.8534698,112.6594085,96.94568255,96.94568255,34.79817144,1210.912735,0.358945035,26563.11702,26563.11702
803509210,,1693,0,94.07291412,346.9763794,252.9034653,171.3726591,171.3726591,29.47867921,868.9925278,0.172015066,290133.9118,290133.9118
803509212,,1691,0,0,152.0011292,152.0011292,97.61293802,97.61293802,27.46233723,754.1799661,0.281339111,165063.4782,165063.4782
803509804,,12022,0,0,166.1432037,166.1432037,68.34362519,68.34362519,20.83012928,433.8942859,0.304785256,821627.0621,821627.0621
803509806,,348914,0,0,229.9628601,229.9628601,68.37459576,68.37459576,23.37420473,546.3534469,0.341855107,23856853.71,23856853.71
803509807,,768,0,53.01994705,143.4381256,90.41817855,92.81339737,92.81339737,23.300897,542.9318012,0.251051008,71280.68918,71280.68918
803509808,,505,0,49.39897919,164.1441345,114.7451553,77.52198097,77.52198097,32.77929155,1074.481954,0.422838673,39148.60039,39148.60039
803509810,,5314,0,81.68409729,239.6010742,157.9169769,157.8817051,157.8817051,27.54090085,758.5012194,0.174440103,838983.3808,838983.3808
803509812,,1442,0,0,131.4364624,131.4364624,64.35224932,64.35224932,15.50612371,240.4398726,0.240956981,92795.94352,92795.94352
803509904,,943,0,0,129.388092,129.388092,73.51139392,73.51139392,12.39096102,153.535915,0.168558374,69321.24446,69321.24446
803509906,,18720,0,0,174.9967804,174.9967804,66.99472317,66.99472317,15.82860466,250.5447254,0.236266439,1254141.218,1254141.218
803509907,,22,0,79.10676575,104.1886597,25.08189395,85.59456947,85.59456947,8.077311598,65.24296265,0.094367104,1883.080528,1883.080528
803509908,,468,0,57.8859787,90.02529907,32.13932037,65.55191738,65.55191738,7.637900863,58.33752959,0.116516819,30678.29733,30678.29733
803509910,,6,0,112.5651627,201.9544373,89.3892746,147.6757927,147.6757927,37.59221058,1413.174296,0.254559057,886.0547562,886.0547562
803509912,,168,0,53.90616989,120.8679199,66.96175001,82.00012302,82.00012302,14.9612695,223.8395851,0.182454232,13776.02067,13776.02067
803701001,,16214,0,0,234.3569641,234.3569641,75.51055803,75.51055803,19.61413551,384.7143118,0.25975355,1224328.188,1224328.188
803701004,,25,0,74.11419678,221.0248566,146.9106598,106.010213,106.010213,50.49587075,2549.832963,0.476330245,2650.255325,2650.255325
803701006,,4478,0,0,377.9885559,377.9885559,91.15821023,91.15821023,38.28552283,1465.781258,0.419989848,408206.4654,408206.4654
803701007,,7,0,71.51878357,154.3815155,82.86273193,93.95042092,93.95042092,26.58246208,706.6272902,0.282941384,657.6529465,657.6529465
803701008,,56,0,76.14690399,165.0446014,88.89769741,103.4747861,103.4747861,17.07341728,291.5015775,0.16500075,5794.58802,5794.58802
803701010,,35285,0,0,463.862793,463.862793,152.2773057,152.2773057,31.9475031,1020.642954,0.20979819,5373104.731,5373104.731
803701011,,151140,0,0,537.708374,537.708374,147.1548333,147.1548333,47.2889662,2236.246325,0.321355168,22240981.51,22240981.51
803702006,,299,0,106.730484,195.8279724,89.0974884,134.0315978,134.0315978,14.81441457,219.466879,0.110529269,40075.44775,40075.44775
803702010,,17010,0,0,327.4736328,327.4736328,141.7807718,141.7807718,29.32568056,859.9955404,0.206838206,2411690.929,2411690.929
803702011,,31431,0,0,452.8475952,452.8475952,144.5882188,144.5882188,43.33255372,1877.710212,0.299696297,4544552.304,4544552.304
803703001,,18,0,58.52951813,106.5795059,48.04998777,79.46002197,79.46002197,13.61031379,185.2406416,0.171285049,1430.280396,1430.280396
803703006,,252,0,0,184.6091919,184.6091919,74.56536921,74.56536921,22.4083151,502.1325857,0.300519066,18790.47304,18790.47304
803703110,,2069,0,0,287.0690613,287.0690613,47.77727923,47.77727923,79.35880369,6297.819723,1.661015549,98851.19073,98851.19073
803703111,,20594,0,0,415.0934143,415.0934143,41.14014693,41.14014693,71.56757192,5121.917351,1.739604189,847240.1858,847240.1858
803704001,,4288,0,0,201.9958191,201.9958191,119.5074655,119.5074655,22.51684695,507.0083965,0.188413727,512448.0119,512448.0119
803704004,,134,0,68.03411102,323.4464111,255.4123001,168.2534621,168.2534621,65.62557219,4306.715725,0.390039951,22545.96392,22545.96392
803704006,,16776,0,0,434.0958557,434.0958557,127.8487416,127.8487416,26.58593935,706.8121712,0.207948385,2144790.49,2144790.49
803704007,,519,0,79.80547333,239.3478699,159.5423966,113.2262111,113.2262111,27.71860966,768.3213217,0.244807359,58764.40356,58764.40356
803704008,,170,0,0,179.3923645,179.3923645,116.2123125,116.2123125,17.63282826,310.9166325,0.151729433,19756.09313,19756.09313
803704010,,6121,0,0,351.6149292,351.6149292,150.0352045,150.0352045,25.29767284,639.9722509,0.16861158,918365.4869,918365.4869
803704011,,943,0,73.55577087,316.2832642,242.7274933,160.8369551,160.8369551,28.74081432,826.0344078,0.17869534,151669.2486,151669.2486
803705001,,306776,0,0,312.2973022,312.2973022,95.13187619,95.13187619,26.66240835,710.8840191,0.28026787,29184176.45,29184176.45
803705004,,4961,0,0,323.4464111,323.4464111,89.11870584,89.11870584,28.28031264,799.7760831,0.317333071,442117.8997,442117.8997
803705006,,303429,0,0,453.875885,453.875885,118.6440983,118.6440983,32.2811754,1042.074285,0.272084123,36000060.1,36000060.1
803705007,,5517,0,60.77627563,287.59729,226.8210144,127.7897182,127.7897182,25.84206309,667.8122245,0.202223336,705015.8752,705015.8752
803705008,,6401,0,0,195.9680939,195.9680939,112.5456829,112.5456829,23.591411,556.5546728,0.209616312,720404.9163,720404.9163
803705010,,161282,0,0,414.7918396,414.7918396,143.8907896,143.8907896,25.64067394,657.4441603,0.17819538,23206994.33,23206994.33
803705011,,23059,0,0,445.7563477,445.7563477,133.6365626,133.6365626,43.17390294,1863.985895,0.323069541,3081525.497,3081525.497
803707001,,22392,0,0,360.6012573,360.6012573,121.4122791,121.4122791,23.86627946,569.5992954,0.196572205,2718663.754,2718663.754
803707004,,606,0,0,211.7661591,211.7661591,132.8994116,132.8994116,34.0151727,1157.031974,0.255946752,80537.0434,80537.0434
803707006,,56608,0,0,473.3616333,473.3616333,139.5840252,139.5840252,45.15379975,2038.865632,0.323488305,7901572.496,7901572.496
803707007,,489,0,79.80547333,244.9389648,165.1334915,117.1647154,117.1647154,30.69916916,942.4389872,0.262017187,57293.54581,57293.54581
803707008,,557,0,81.18798065,184.1612244,102.9732438,109.6009504,109.6009504,16.13249099,260.2572655,0.147192984,61047.72938,61047.72938
803707010,,108303,0,0,386.1908264,386.1908264,154.5579789,154.5579789,25.86202552,668.8443643,0.167328958,16739092.78,16739092.78
803707011,,34183,0,0,494.5625,494.5625,165.8947862,165.8947862,43.45055906,1887.951082,0.261916363,5670781.478,5670781.478
803708101,,200026,0,0,357.4459839,357.4459839,136.4776472,136.4776472,28.69527216,823.4186442,0.210256205,27299077.87,27299077.87
803708104,,2108,0,0,371.2921143,371.2921143,170.0218906,170.0218906,46.20556546,2134.95428,0.27176245,358406.1454,358406.1454
803708106,,263697,0,0,473.3616333,473.3616333,154.4993174,154.4993174,30.80216788,948.773546,0.199367663,40741006.5,40741006.5
803708107,,8271,0,0,314.5697327,314.5697327,150.4575243,150.4575243,26.44974965,699.5892564,0.17579546,1244434.183,1244434.183
803708108,,8479,0,0,226.8688202,226.8688202,155.4419773,155.4419773,27.93472771,780.349012,0.179711608,1317992.526,1317992.526
803708110,,1543457,0,0,472.8777466,472.8777466,172.3006331,172.3006331,26.53434635,704.0715361,0.154000283,265938618.3,265938618.3
803708111,,493803,0,0,550.3570557,550.3570557,175.1400375,175.1400375,35.93722701,1291.484285,0.205191386,86484675.93,86484675.93
803708201,,399081,0,0,344.4579468,344.4579468,103.3323617,103.3323617,27.66041609,765.0986183,0.267683963,41237982.26,41237982.26
803708204,,1172,0,0,210.2853546,210.2853546,93.06397507,93.06397507,18.9706775,359.8866048,0.203845553,109070.9788,109070.9788
803708206,,81965,0,0,333.3717346,333.3717346,105.9439126,105.9439126,24.88852683,619.4387678,0.234921726,8683692.794,8683692.794
803708207,,8963,0,79.50242615,262.8031311,183.300705,130.4820693,130.4820693,22.40302773,501.8956513,0.171694301,1169510.788,1169510.788
803708208,,4603,0,0,214.9900208,214.9900208,107.6108842,107.6108842,22.3739147,500.5920592,0.207914979,495332.8999,495332.8999
803708210,,17820,0,0,318.3983459,318.3983459,120.5667305,120.5667305,25.76257338,663.710187,0.213678958,2148499.138,2148499.138
803708211,,32100,0,0,336.4631348,336.4631348,115.9341024,115.9341024,26.39752038,696.8290823,0.22769418,3721484.687,3721484.687
803709001,,300,0,0,237.2866669,237.2866669,104.9270359,104.9270359,57.04876518,3254.561609,0.543699388,31478.11076,31478.11076
803709004,,189,0,0,345.8745728,345.8745728,74.25956694,74.25956694,112.8224068,12728.89547,1.519297936,14035.05815,14035.05815
803709006,,3515,0,0,399.2185669,399.2185669,69.17125297,69.17125297,88.17302975,7774.483175,1.274706268,243136.9542,243136.9542
803709007,,267,0,0,238.4151154,238.4151154,59.59608465,59.59608465,82.01029002,6725.687669,1.376101979,15912.1546,15912.1546
803709008,,45,0,0,215.85672,215.85672,125.2172492,125.2172492,38.07312168,1449.562595,0.304056525,5634.776215,5634.776215
803709010,,2965,0,0,427.7515259,427.7515259,33.40606551,33.40606551,71.16091677,5063.876075,2.130179525,99048.98423,99048.98423
803709011,,2496,0,0,412.9946899,412.9946899,98.21421119,98.21421119,102.5606413,10518.68514,1.044254594,245142.6711,245142.6711
803709101,,46831,0,0,342.2669373,342.2669373,105.3819936,105.3819936,38.26601466,1464.458025,0.36316251,5022835.164,5022835.164
803709104,,1803,0,0,371.2921143,371.2921143,127.074954,127.074954,39.76263382,1764.222685,0.306970408,244694.7737,244694.7737
803709106,,74633,0,0,478.0847168,478.0847168,124.9843373,124.9843373,39.77554675,1594.896687,0.318400363,10208606.58,10208606.58
803709107,,2046,0,0,287.59729,287.59729,119.316329,119.316329,20.48513518,692.65981,0.150482154,290981.4064,290981.4064
803709108,,1669,0,0,226.8688202,226.8688202,120.1437269,120.1437269,22.98642355,668.2109015,0.186213899,212111.5746,212111.5746
803709110,,77756,0,0,472.8777466,472.8777466,156.6170689,156.6170689,32.85677074,1087.258405,0.210585458,13596294.84,13596294.84
803709111,,34629,0,0,550.3570557,550.3570557,179.2049401,179.2049401,56.37929607,3178.625026,0.314607935,6205687.872,6205687.872
803709201,,2778,0,0,247.6580353,247.6580353,121.6126064,121.6126064,36.03115042,1298.243801,0.296278087,337839.8205,337839.8205
803709204,,287,0,0,371.2921143,371.2921143,153.8647714,153.8647714,63.9946317,4095.312887,0.415914775,44159.18938,44159.18938
803709206,,11890,0,0,495.1263123,495.1263123,139.9805684,139.9805684,45.92015979,2108.661075,0.328046673,1664368.959,1664368.959
803709207,,374,0,0,287.59729,287.59729,165.1793905,165.1793905,41.16558372,1694.605283,0.249217433,61777.09206,61777.09206
803709208,,225,0,0,195.9680939,195.9680939,122.8793704,122.8793704,32.67962969,1067.958197,0.26594887,27647.85834,27647.85834
803709210,,7348,0,0,436.4073181,436.4073181,176.821414,176.821414,40.99670138,1680.729524,0.231853713,1299283.75,1299283.75
803709211,,3481,0,0,550.3570557,550.3570557,186.9901376,186.9901376,61.01441811,3722.759217,0.32629752,650912.6691,650912.6691
803709801,,3908,0,0,252.2745667,252.2745667,92.39437996,92.39437996,28.7091397,824.2147024,0.310723874,361077.2369,361077.2369
803709804,,1231,0,0,322.8659058,322.8659058,153.4076363,153.4076363,54.62457388,2983.844072,0.356074673,188844.8002,188844.8002
803709806,,98265,0,0,388.9021912,388.9021912,115.0479985,115.0479985,39.58592106,1567.045146,0.344081788,11305191.57,11305191.57
803709807,,220,0,74.14268494,166.4998779,92.35719296,124.7545138,124.7545138,17.06149011,291.0944448,0.136760503,27445.99303,27445.99303
803709808,,564,0,0,215.85672,215.85672,114.8112583,114.8112583,40.27703494,1622.239544,0.350810848,64753.54968,64753.54968
803709810,,6477,0,0,470.9384155,470.9384155,167.5162293,167.5162293,48.58522,2360.523602,0.290032913,1085002.617,1085002.617
803709811,,89,0,93.37122345,294.6422729,201.2710495,152.0013624,152.0013624,35.91796945,1290.100529,0.236300313,13528.12125,13528.12125
803709901,,1863,0,0,203.0698547,203.0698547,102.6162534,102.6162534,23.05722776,531.6357518,0.22469372,191174.0801,191174.0801
803709904,,664,0,0,322.8659058,322.8659058,127.059909,127.059909,34.9067983,1218.484567,0.274727084,84367.77955,84367.77955
803709906,,71084,0,0,385.281311,385.281311,129.3871312,129.3871312,32.48855215,1055.506021,0.251095699,9197354.833,9197354.833
803709907,,352,0,83.29631042,180.4910278,97.19471738,114.1545898,114.1545898,19.25848231,370.8891408,0.168705282,40182.4156,40182.4156
803709908,,5,0,117.406044,126.3484344,8.9423904,121.3166656,121.3166656,3.458184624,11.95904089,0.028505437,606.5833282,606.5833282
803709910,,400,0,82.90950775,189.3078308,106.3983231,147.0104153,147.0104153,24.96783292,623.3926807,0.16983717,58804.16611,58804.16611
803709911,,3,0,112.3686676,221.4178925,109.0492249,177.4078725,177.4078725,46.93686061,2203.068884,0.264570337,532.2236176,532.2236176
803901004,,36,0,51.35646439,58.02277374,6.66630935,55.47281763,55.47281763,2.181703673,4.759830918,0.039329238,1997.021435,1997.021435
803901006,,3711,0,0,96.13529968,96.13529968,50.00020304,50.00020304,6.125041341,37.51613143,0.122500329,185550.7535,185550.7535
803901008,,55,0,37.75621796,57.19882965,19.44261169,48.87550375,48.87550375,4.379435117,19.17945194,0.089603887,2688.152706,2688.152706
803903004,,8,0,50.37213516,58.02277374,7.65063858,53.30289507,53.30289507,2.142544464,4.590496781,0.040195649,426.4231606,426.4231606
803903006,,5044,0,0,105.3822479,105.3822479,47.67771288,47.67771288,4.591073037,21.07795163,0.096293903,240486.3838,240486.3838
803903008,,541,0,39.78302765,62.11779785,22.3347702,46.65211083,46.65211083,2.991148471,8.946969176,0.064116037,25238.79196,25238.79196
803904002,,4,0,50.17781067,55.60095215,5.42314148,53.01284027,53.01284027,2.593994463,6.728807272,0.048931437,212.0513611,212.0513611
803904004,,23083,0,40.73159409,64.4393158,23.70772171,47.37379139,47.37379139,2.272426598,5.163922641,0.047968012,1093529.227,1093529.227
803904006,,3512956,0,0,138.5812683,138.5812683,49.28155493,49.28155493,6.629906001,43.95565358,0.134531185,173123934.1,173123934.1
803904008,,299154,0,0,107.6041641,107.6041641,47.5869563,47.5869563,4.277926724,18.30065705,0.089897044,14235828.32,14235828.32
803905002,,2,0,47.35401154,47.35401154,0,47.35401154,47.35401154,0,0,0,94.70802307,94.70802307
803905004,,363,0,43.81309128,58.02277374,14.20968246,48.41059584,48.41059584,2.143067407,4.592737912,0.044268561,17573.04629,17573.04629
803905006,,135306,0,0,131.6430664,131.6430664,56.04562437,56.04562437,11.18433133,125.0892674,0.199557619,7583309.25,7583309.25
803905008,,8381,0,41.42578506,109.4344635,68.00867844,52.23314674,52.23314674,7.702044707,59.32149267,0.147455116,437766.0028,437766.0028
803907006,,1342,0,41.10206985,102.3777008,61.27563095,47.00134691,47.00134691,5.034569176,25.34688678,0.107115423,63075.80756,63075.80756
803907008,,276,0,42.59407043,55.60503387,13.01096344,46.68472374,46.68472374,2.792124444,7.795958913,0.059808096,12884.98375,12884.98375
803908104,,6,0,45.0981369,54.4353714,9.3372345,49.3563544,49.3563544,3.049608798,9.30011382,0.061787562,296.1381264,296.1381264
803908106,,111804,0,0,140.2342224,140.2342224,82.38800138,82.38800138,17.63324028,310.9311628,0.2140268,9211308.106,9211308.106
803908108,,4627,0,42.88673401,111.0323944,68.14566039,75.54616417,75.54616417,12.74233785,162.3671739,0.168669554,349552.1016,349552.1016
803908206,,3814,0,40.45146942,119.6583405,79.20687108,62.90809378,62.90809378,11.29975995,127.6845748,0.179623309,239931.4697,239931.4697
803908208,,265,0,44.7840271,85.26138306,40.47735596,57.01523728,57.01523728,7.19731818,51.80138898,0.126234995,15109.03788,15109.03788
803909006,,1941,0,0,140.2424011,140.2424011,60.78987096,60.78987096,30.35068559,921.1641156,0.499272084,117993.1395,117993.1395
803909008,,43,0,0,53.46537399,53.46537399,46.21994453,46.21994453,10.55616648,111.4326507,0.228389856,1987.457615,1987.457615
803909104,,3530,0,42.03934097,66.5315094,24.49216843,49.65002012,49.65002012,3.681646612,13.55452178,0.074151966,175264.571,175264.571
