8001,C08001,10,Barren,2,DOD,5400
8001,C08001,10,Barren,*,no data,47700
8001,C08001,10,Barren,4,Local,47700
8001,C08001,10,Barren,6,Private,539100
8003,C08003,10,Barren,1,BLM,2901600
8003,C08003,10,Barren,3,FWS,450900
8003,C08003,10,Barren,5,NPS,4350600
8003,C08003,10,Barren,6,Private,8160300
8003,C08003,10,Barren,7,State_Other,59400
8003,C08003,10,Barren,8,State_Trust,1004400
8003,C08003,10,Barren,10,USFS,5930100
8003,C08003,10,Barren,11,Wilderness,37423800
8005,C08005,10,Barren,2,DOD,48600
8005,C08005,10,Barren,4,Local,78300
8005,C08005,10,Barren,6,Private,1354500
8005,C08005,10,Barren,8,State_Trust,159300
8005,C08005,10,Barren,12,Fed_Other,7200
8007,C08007,10,Barren,1,BLM,4500
8007,C08007,10,Barren,6,Private,13491900
8007,C08007,10,Barren,7,State_Other,900
8007,C08007,10,Barren,9,Tribal,166500
8007,C08007,10,Barren,10,USFS,5854500
8007,C08007,10,Barren,11,Wilderness,28047600
8007,C08007,10,Barren,12,Fed_Other,22500
8009,C08009,10,Barren,1,BLM,900
8009,C08009,10,Barren,6,Private,4717800
8009,C08009,10,Barren,7,State_Other,1800
8009,C08009,10,Barren,8,State_Trust,54900
8009,C08009,10,Barren,10,USFS,63000
8011,C08011,10,Barren,1,BLM,218700
8011,C08011,10,Barren,2,DOD,37800
8011,C08011,10,Barren,6,Private,53874000
8011,C08011,10,Barren,7,State_Other,7200
8011,C08011,10,Barren,8,State_Trust,4465800
8013,C08013,10,Barren,1,BLM,900
8013,C08013,10,Barren,4,Local,8002800
8013,C08013,10,Barren,6,Private,1080900
8013,C08013,10,Barren,7,State_Other,4500
8013,C08013,10,Barren,8,State_Trust,2700
8013,C08013,10,Barren,10,USFS,1768500
8013,C08013,10,Barren,11,Wilderness,51133500
8014,C08014,10,Barren,4,Local,33300
8014,C08014,10,Barren,6,Private,203400
8015,C08015,10,Barren,1,BLM,137700
8015,C08015,10,Barren,6,Private,9842400
8015,C08015,10,Barren,7,State_Other,4500
8015,C08015,10,Barren,8,State_Trust,81900
8015,C08015,10,Barren,10,USFS,211453200
8015,C08015,10,Barren,11,Wilderness,126998100
8017,C08017,10,Barren,6,Private,559800
8017,C08017,10,Barren,8,State_Trust,5400
8019,C08019,10,Barren,4,Local,211500
8019,C08019,10,Barren,6,Private,5195700
8019,C08019,10,Barren,10,USFS,45450900
8019,C08019,10,Barren,11,Wilderness,26451900
8021,C08021,10,Barren,1,BLM,498600
8021,C08021,10,Barren,6,Private,1617300
8021,C08021,10,Barren,7,State_Other,14400
8021,C08021,10,Barren,8,State_Trust,108000
8021,C08021,10,Barren,10,USFS,11775600
8021,C08021,10,Barren,11,Wilderness,17172000
8023,C08023,10,Barren,1,BLM,2700
8023,C08023,10,Barren,6,Private,70120800
8023,C08023,10,Barren,10,USFS,933300
8023,C08023,10,Barren,11,Wilderness,57600
8025,C08025,10,Barren,1,BLM,90000
8025,C08025,10,Barren,6,Private,18242100
8025,C08025,10,Barren,7,State_Other,5400
8025,C08025,10,Barren,8,State_Trust,1862100
8027,C08027,10,Barren,1,BLM,7200
8027,C08027,10,Barren,6,Private,178200
8027,C08027,10,Barren,10,USFS,9856800
8027,C08027,10,Barren,11,Wilderness,31752900
8029,C08029,10,Barren,1,BLM,36970200
8029,C08029,10,Barren,3,FWS,900
8029,C08029,10,Barren,4,Local,900
8029,C08029,10,Barren,6,Private,24687900
8029,C08029,10,Barren,7,State_Other,389700
8029,C08029,10,Barren,10,USFS,15009300
8029,C08029,10,Barren,11,Wilderness,24186600
8029,C08029,10,Barren,12,Fed_Other,5400
8031,C08031,10,Barren,4,Local,3600
8031,C08031,10,Barren,6,Private,419400
8033,C08033,10,Barren,1,BLM,7986600
8033,C08033,10,Barren,6,Private,1523700
8033,C08033,10,Barren,7,State_Other,135000
8033,C08033,10,Barren,8,State_Trust,426600
8033,C08033,10,Barren,10,USFS,26060400
8033,C08033,10,Barren,11,Wilderness,22552200
8035,C08035,10,Barren,4,Local,207000
8035,C08035,10,Barren,6,Private,2121300
8035,C08035,10,Barren,10,USFS,105300
8035,C08035,10,Barren,12,Fed_Other,9000
8037,C08037,10,Barren,1,BLM,14592600
8037,C08037,10,Barren,4,Local,22500
8037,C08037,10,Barren,6,Private,4030200
8037,C08037,10,Barren,7,State_Other,6300
8037,C08037,10,Barren,8,State_Trust,50400
8037,C08037,10,Barren,10,USFS,31756500
8037,C08037,10,Barren,11,Wilderness,136026000
8039,C08039,10,Barren,4,Local,32400
8039,C08039,10,Barren,6,Private,3339900
8039,C08039,10,Barren,8,State_Trust,49500
8041,C08041,10,Barren,2,DOD,2806200
8041,C08041,10,Barren,4,Local,117900
8041,C08041,10,Barren,6,Private,20394900
