zone,label,non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
800901006,,5242,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
800901007,,2,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
800901008,,61,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
800901010,,70,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801101001,,243,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801101002,,42,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801101006,,59860,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801101007,,8,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801101008,,4962,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801301001,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801301004,,8892,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801301006,,1201,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801301007,,5,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801301008,,3,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801301010,,1965,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801301011,,56815,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801401004,,37,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801401006,,226,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801501001,,153,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801501006,,10936,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801501007,,5,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801501008,,91,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801501010,,234948,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801501011,,141109,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801701006,,622,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801701008,,6,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801901004,,235,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801901006,,5773,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801901010,,50501,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
801901011,,29391,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802101001,,554,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802101006,,1797,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802101007,,16,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802101008,,120,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802101010,,13084,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802101011,,19080,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802301001,,3,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802301006,,77912,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802301010,,1037,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802301011,,64,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802501001,,100,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802501006,,20269,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802501007,,6,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802501008,,2069,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
