Landcat,A2_y2015,A2_y2016,A2_y2017,A2_y2018,A2_y2019,A2_y2020,A2_y2021,A2_y2022,A2_y2023,A2_y2024,A2_y2025,A2_y2026,A2_y2027,A2_y2028,A2_y2029,A2_y2030,A2_y2031,A2_y2032,A2_y2033,A2_y2034,A2_y2035,A2_y2036,A2_y2037,A2_y2038,A2_y2039,A2_y2040,A2_y2041,A2_y2042,A2_y2043,A2_y2044,A2_y2045,A2_y2046,A2_y2047,A2_y2048,A2_y2049,A2_y2050
80999808,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
80999806,208,208,208,208,208,208,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,200,200,200,200,200,200,136,136,136
80991006,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1066,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002
80998106,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562,7562
80998107,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
80998108,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
80998106,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843
80998108,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
80994001,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2027,2027,2027,2027,2027
80994006,3298401,3295208,3294358,3292259,3287004,3283606,3282525,3279000,3277849,3274482,3274618,3275923,3278159,3278133,3278958,3280786,3282429,3283760,3285571,3287468,3289236,3295244,3301290,3304160,3308513,3313153,3311366,3310371,3307889,3307435,3305169,3303701,3300286,3296392,3293604,3292824
80994007,13372,13372,13372,13372,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13360,13391,13391,13391,13391,13391,13391,13391,13383,13383,13383,13383,13383
80994008,155149,155096,154825,154747,154517,154450,154307,154307,153839,153839,153839,153839,153839,154130,154130,154130,154130,154130,154130,154130,154130,154172,154184,154192,154305,154305,154305,154305,153864,153646,152918,152854,152854,152718,152221,152221
80995001,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
80995006,11351,11207,11207,11207,11063,11063,11063,11063,11063,11063,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10910,10910,10910,10846,10846,10846,10846,10846
80995007,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
80995008,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967
80999901,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
80999906,918152,919466,919194,918228,919164,919534,919543,921337,921137,921244,921188,919258,916317,915518,914015,911715,909614,907769,906022,904125,902035,894993,888067,884004,879154,873874,874210,874419,874511,874455,874799,874573,875671,875696,876792,875561
80999907,5405,5454,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559,5559
80999908,3746,3746,3746,3838,3838,3838,3981,3981,3981,3981,3981,3981,3981,3690,3690,3690,3690,3690,3690,3690,3690,3648,3652,3644,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531,3828,3828
80999901,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,208,208,208,208,208
80999906,274774,277228,278406,281435,286170,289334,290350,292153,293440,296781,296781,297270,297839,298528,299070,299542,299983,300497,300433,300433,300755,301733,302669,303798,304295,305063,306514,307156,309491,309945,312003,313841,316294,320235,321927,324066
80999907,6939,6939,6939,6939,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,6959,6959,6959,6959,6959
80999908,4455,4508,4779,4857,5087,5154,5154,5154,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,6063,6281,7009,7073,7073,7209,7409,7409
80999101,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283
80999106,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283
80999107,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
80999201,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
80999206,4392,3961,3833,3725,3453,3317,3317,3245,3245,3164,3020,2948,2948,3012,3012,3012,2948,2948,2948,2948,2876,2868,2812,2812,2884,2820,2756,2556,2484,2412,2276,2132,1996,1924,1924,1796
80999207,1386,1337,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201
80999208,114,114,114,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,6,6,6,6,6,6,6,6,6,6,6,6,6,6
81019001,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
81019002,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429
81019004,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543
81019006,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598,29598
81019007,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547
81019008,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431
81019011,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
81019012,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225,12225
81019801,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
81019802,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208,23208
81019804,7036,7040,7079,7102,7126,7143,7129,7130,7150,7150,7150,7165,7165,7165,7150,7154,7194,7209,7277,7277,7277,7283,7314,7314,7314,7332,7354,7326,7348,7363,7396,7404,7457,7457,7481,7482
81019806,178958,181956,184094,186852,188786,190627,192916,195060,196659,198949,201257,203276,205516,207228,209889,212321,214097,216282,218504,220460,222199,224076,225685,227381,229088,231455,232989,234654,236172,237762,239198,241118,243086,244976,247004,249004
81019807,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,707,710,710,710,710,710,710,710,710,742,742,742,806,806,841,841,841,841,841,841,841
81019808,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5067,5139,5139,5139,5139,5139,5139,5197,5197,5197,5197,5197
81019810,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
81019812,33,33,33,33,33,33,33,33,33,99,99,99,99,99,171,171,171,171,171,171,235,235,363,363,363,367,367,491,576,640,640,640,640,776,776,776
81018106,64,64,64,64,64,64,72,72,72,72,72,72,73,1,1,1,1,57,57,112,178,178,178,178,394,422,797,731,731,731,731,459,503,78,150,150
81018110,144,297,361,361,289,353,281,417,264,200,200,200,207,207,206,206,206,206,270,568,1008,873,873,873,1162,1376,1048,608,1008,1072,1072,864,650,675,675,339
81018101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,144,144,72,72,72,72,72,0,0,0,0,0,0,0
81018106,0,0,0,0,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81018108,192,0,0,0,176,176,176,176,176,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81018106,1385,1521,1449,1113,688,784,296,385,321,321,321,402,387,523,434,362,362,426,473,392,256,192,192,256,273,145,362,562,634,770,851,770,946,865,801,801
81018110,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16
81019806,1332,1332,1332,1332,1485,1485,1485,1485,1557,1621,1621,1621,1621,1765,1765,1765,1765,1841,1841,1841,1841,1841,1760,1760,1760,1841,1841,1769,1769,1897,1833,1833,1833,1833,1761,1825
81019810,281,281,281,281,281,281,281,281,681,681,681,681,681,681,617,617,553,613,613,613,549,477,477,477,477,477,413,413,413,549,485,485,485,485,485,421
81011002,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761
81011006,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,2980,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835
81011008,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073
81011010,69,69,69,69,69,69,69,69,69,69,69,69,69,69,133,133,197,197,197,197,261,333,333,333,333,333,397,397,397,469,533,533,533,533,533,533
81011011,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
81018101,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,565,565,565,565,565,565,565,637,637,637,637,637,637,637
81018102,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
81018106,87278,87278,87278,87614,87582,87582,87646,87710,87638,87638,87638,87589,87589,87589,87589,87661,87661,87597,87678,87678,87678,87678,87678,87678,87742,87742,87742,87742,87742,87678,87678,87678,87614,87608,87472,87336
81018107,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
81018108,3769,3769,3769,3769,3593,3593,3593,3593,3593,3593,3593,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769
81018110,11604,11604,11604,11604,11604,11604,11676,11676,11676,11676,11676,11621,11621,11621,11621,11621,11621,11621,11676,11676,11676,11676,11676,11676,11676,11676,11676,11676,11676,11676,11676,11595,11595,11529,11529,11529
81018111,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621
81018101,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2021,2021,2021,2021,2021,2021,2021,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093
81018102,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407
81018106,128326,128190,128262,128262,128687,128591,129007,128854,128990,128990,128990,128990,129004,128940,129029,129029,129029,128961,128833,128859,128929,128993,128993,128929,128632,128732,128140,128006,127934,127734,127653,128006,127850,128434,128562,128634
81018107,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
81018108,1363,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
81018110,101681,101528,101464,101464,101536,101472,101472,101336,101089,101153,101153,101153,101146,101146,101147,101147,101147,101087,101023,100725,100285,100420,100420,100420,100131,99917,100245,100685,100285,100013,100013,100302,100500,100541,100541,100877
81018111,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686,10686
81018106,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,617,617,617
81018110,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
81018111,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442
81014001,57856,57856,57856,57856,57856,57820,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57784,57344,57344,57344,57344,57344,57344,57344,57344,57344,57263
81014002,245923,245923,245923,245923,245923,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245851,245821,245821,245821
81014004,11711,11707,11676,11653,11629,11612,11626,11625,11605,11605,11605,11605,11605,11605,11620,11616,11604,11604,11536,11536,11536,11530,11514,11514,11514,11496,11474,11502,11490,11475,11442,11434,11381,11381,11357,11356
81014006,3763496,3760724,3758973,3755797,3752306,3749194,3747300,3743200,3742097,3738589,3736549,3736621,3735752,3734400,3734067,3732763,3733374,3732302,3731410,3730688,3729934,3728827,3728605,3727952,3727558,3727691,3722566,3720331,3718628,3716867,3715467,3712853,3710274,3707188,3704476,3700298
81014007,75223,75223,75223,75223,75223,75223,75223,75223,75223,75223,75223,75223,75223,75223,75223,75199,75199,75199,75199,75199,75199,75199,75199,75199,75167,75167,75167,75103,75103,75068,75068,75068,75068,75068,75068,75068
81014008,916812,916240,915906,914898,914313,913644,913644,912722,912722,912562,911805,911805,911721,911721,911678,911583,911583,911511,911311,911311,911288,911199,911199,911492,911509,910956,910956,910442,910178,910178,909961,909554,909308,908291,907861,907308
81014010,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
81014011,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688
81014012,28115,28115,28115,28115,28115,28115,28115,28115,28115,28049,28049,28049,28049,28049,28049,28049,28049,28049,28049,28049,28049,28049,28049,28049,28113,28109,28109,28049,28036,27972,27972,27972,27972,27836,27836,27836
81015001,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7486,7478,7478,7478,7478,7478,7478
81015002,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568,38568
81015004,1264,1264,1256,1256,1256,1256,1256,1256,1256,1256,1256,1241,1241,1241,1241,1241,1213,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198
81015006,733563,731225,729320,725815,723579,721722,720216,718824,716556,715306,713575,712518,711165,710405,709146,708185,707243,706181,705116,704235,703384,702280,701456,700496,699655,698733,697874,696530,695433,693928,692060,690338,688261,687189,685040,683407
81015007,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5829,5765,5765,5765
81015008,46201,46057,46057,46057,46057,46057,46057,46057,46057,46057,46057,46057,45985,45985,45985,45985,45985,45985,45985,45985,45985,45849,45849,45849,45849,45849,45585,45584,45520,45520,45367,45295,45295,45231,44967,44903
81015010,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13427
81015011,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554
81015012,864,864,864,864,864,864,864,864,864,864,864,864,864,864,792,792,792,792,792,792,728,728,600,600,600,600,600,536,464,464,464,464,464,464,464,464
81019901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
81019902,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962
81019906,85000,83950,83286,82276,82212,81861,80989,80500,80508,80172,79931,79033,78545,77784,76895,76903,75598,75011,74521,74176,73993,73151,72645,71702,70949,69635,69843,69779,69626,69690,69601,69668,69203,69072,69144,69264
81019907,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
81019908,4979,4979,4979,4979,4979,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4914,4897,4825,4825,4825,4897,4897,4897,4839,4912,4993,4993,5001
81019901,1463,1463,1463,1463,1463,1499,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1975,1975,1975,1975,1983,1983,1983,1983,1983,2064
81019902,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,1000,1000,1000
81019904,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,207,207,207,207,207,207,197,197,197,197,197,197,197,197
81019906,190058,193220,195402,200335,204184,207863,209918,213819,215711,218515,220347,220283,220817,221834,221718,221687,221547,222019,222244,222236,222366,223542,223621,224481,224906,224642,229092,231278,232785,234605,236590,239012,242365,244969,248074,251829
81019907,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6127,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6124,6188,6188,6188
81019908,10584,11300,11634,12642,13227,13961,13961,14883,14883,15043,15800,15800,15956,15956,15999,16094,16094,16166,16366,16366,16389,16614,16614,16321,16321,16874,17138,17653,17981,17981,18351,18830,19003,20003,20697,21306
81019910,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
81019911,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
81019912,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,214,214,214,214,214,214,214,214,214,214,214,214
81019102,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
81019104,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246
81019106,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487
81019107,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
81019108,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
81019201,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,23,23,23
81019204,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469
81019206,8203,8203,8203,8203,8058,7858,7786,7722,7522,7458,7330,7330,7330,7330,7266,7122,7122,7122,7122,7122,7041,7041,6986,6986,6842,6842,6634,6498,6426,6218,6218,6145,5945,5740,5468,5404
81019207,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
81019208,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,148,148,148,148,148,148,148,148
81019212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
81039001,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783
81039006,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,3043,3043,3115,3115,3115,3115,3115,3314,3314,3386,3522,3658,3658,3722,3722,3722,3722,3722,3722,3722,3722,3794,3794,3866
81039007,998,998,998,998,998,998,998,998,998,998,998,998,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005
81039010,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252
81039011,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473
81039801,3670,3670,3670,3670,3716,3716,3716,3716,3815,3815,3815,3815,3815,3859,3859,3859,3859,3859,3859,3869,3869,3872,3872,3872,3909,3909,3909,3909,4018,4018,4030,4030,4030,4054,4194,4194
81039806,10989,11053,11189,11261,11423,11487,11679,11751,11788,12004,12196,12332,12468,12633,12705,12786,12986,13250,13548,13810,14098,14312,14312,14448,14555,14555,14627,14627,14934,14934,14986,14986,14986,15034,15039,15608
81039808,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
81039810,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788
81039811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81038101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,38,38,38,38,0,0,0,0,0,0,0
81038106,113,134,134,134,134,108,70,21,12,12,12,12,12,12,16,4,4,4,4,23,23,106,106,106,123,123,104,104,26,26,26,9,9,9,57,53
81038110,7602,9186,8923,8730,9214,9455,9399,8998,8121,8318,8324,7209,6447,7158,7154,7031,7336,8774,9438,11664,11167,11709,12031,10764,10484,10972,10347,10491,10801,11561,12484,12102,12858,11600,11896,12903
81038111,17,17,17,17,17,30,30,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,10
81038101,87,87,87,0,0,0,0,72,72,72,136,200,200,200,192,192,192,128,64,64,136,72,72,72,72,144,400,328,328,328,392,392,320,145,198,279
81038106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,32,0,0,0
81038110,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,19,19
81038101,33,46,46,13,38,38,38,38,25,25,25,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,6,22,22,22,46,46,46,40,24
81038106,1495,1994,1802,1851,1803,1883,1619,1692,1208,1353,1273,1267,1412,1910,1687,2120,2095,2231,2070,2142,2168,2182,1621,1565,1414,1278,1608,1177,1089,1217,1697,1887,2095,2127,2034,1914
81038107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
81038110,88,57,57,57,0,0,0,0,0,0,0,36,36,36,36,36,36,36,0,0,0,0,0,0,23,23,76,113,113,113,113,108,172,119,82,82
81039801,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,12,0,0,0,0,0,0
81039806,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,112,112,112,112,112,52,52,0,0,0,0,0,0
81031001,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418,45418
81031006,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781
81031007,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291
