Landcat,A2_y2015,A2_y2016,A2_y2017,A2_y2018,A2_y2019,A2_y2020,A2_y2021,A2_y2022,A2_y2023,A2_y2024,A2_y2025,A2_y2026,A2_y2027,A2_y2028,A2_y2029,A2_y2030,A2_y2031,A2_y2032,A2_y2033,A2_y2034,A2_y2035,A2_y2036,A2_y2037,A2_y2038,A2_y2039,A2_y2040,A2_y2041,A2_y2042,A2_y2043,A2_y2044,A2_y2045,A2_y2046,A2_y2047,A2_y2048,A2_y2049,A2_y2050
80338111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,0,0
80538110,0,0,0,0,0,0,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33
80538106,0,0,0,0,0,0,1,1,1,1,14,14,14,13,13,13,13,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,6
80539810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,0,0
80538111,0,0,0,0,0,0,0,0,0,13,13,13,27,27,27,27,42,42,42,28,28,28,28,0,4,4,4,13,13,13,13,9,9,9,0,23
80538107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,0,0,0,0,0,0
80158108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0
80538106,0,57,57,174,174,174,174,255,198,198,81,81,81,81,0,0,0,0,0,0,51,94,94,94,94,172,172,202,159,190,190,190,112,112,31,31
80538101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0
80538111,0,0,0,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,5,5,5,5,5,5,5
80438111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,7,7,3,3,3,110,107,107,107,107
80439901,0,0,0,0,0,0,1,1,1,1,1,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
80278101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,132,196,115,115
80278108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,33
80271001,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
80278108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,20,20,20,20
80438107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
80278110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,59,59,59,59,59,59,43,0,0,0,0,0,0
80278110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,0,0,0
80279808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,145,145,145,145,145,145,145,145,145,145,145,0,0,0,0,0,0,0,0
80438110,0,0,0,0,0,7,15,15,15,15,15,15,8,0,0,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
80278111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,41,41,41,41,0,0,0,0,41,41,41,41,41,41,41,0,0,0,0
80438102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
80218106,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,24,24,24,24,24,6,6,0,0,0,0,23,23,23,23,35,62,62,39,51,51
80218108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
80218111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28,28,0,0,0,0,0,0,0
80218101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,136,208
80218107,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80218110,0,0,0,0,0,0,37,37,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80538110,0,7,7,15,15,15,15,15,8,8,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,24,24,3,3,31,31,31,28,28,28,28
80218111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
80219810,0,0,72,72,72,72,72,72,72,72,72,72,136,136,136,136,200,200,200,200,264,264,128,128,64,64,64,64,64,136,136,136,136,200,136,136
80538107,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80238110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
80559801,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
80559806,13606,13606,13670,13670,13734,13734,13734,13734,13734,13879,13879,13879,13879,13879,13879,13879,13879,13879,13879,13879,13879,13879,13879,13879,13879,14087,14087,14087,14159,14159,14159,14159,14223,14295,14295,14295
80559807,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297
80559808,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
80559810,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
80558101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0
80558105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
80558106,72,105,105,105,46,46,46,46,13,61,82,69,69,102,102,102,54,33,33,35,17,17,81,169,169,169,419,404,404,340,252,252,252,0,0,0
80558110,356,485,485,685,822,1183,1184,1092,1044,1004,919,710,357,542,542,461,437,522,458,456,1108,1114,1178,1370,1272,1336,1647,1153,1475,1819,2307,2414,2806,2482,2138,2274
80558101,240,64,64,64,64,385,449,483,619,555,555,611,290,411,458,458,482,536,480,522,681,808,672,713,803,875,969,691,483,483,481,416,510,438,453,524
80558106,385,289,289,289,0,59,59,169,169,169,201,209,150,173,63,63,103,89,81,103,152,152,175,142,149,213,191,125,125,102,104,81,51,187,181,213
80558108,72,72,72,72,72,72,0,0,0,0,49,49,49,49,49,49,49,0,0,0,192,192,233,233,272,272,272,80,80,39,39,72,72,72,72,113
80558110,0,0,0,0,0,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80558101,1,1,1,66,67,66,82,106,106,106,41,40,40,24,0,0,0,0,4,4,7,38,38,91,91,223,295,339,322,322,269,269,133,90,136,122
80558106,1626,1842,1698,1697,1752,1360,1198,902,859,1003,1204,1566,1711,1542,1574,1473,1589,1525,1585,1793,1968,2070,2145,2470,2414,1793,1504,1548,1884,2017,1802,1658,1765,1816,1625,1315
80558108,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,0
80558110,0,0,0,0,0,0,0,0,64,64,64,64,64,85,85,21,21,21,21,21,0,19,19,19,19,19,19,19,21,21,21,21,50,50,50,29
80558111,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
80559801,253,253,253,253,389,389,389,389,389,389,461,461,461,461,397,397,397,397,397,304,368,368,368,368,368,368,459,459,411,411,411,411,411,411,411,411
80559806,1864,1855,1919,1983,1983,1983,1983,2047,2583,2591,2591,2591,2519,2519,2519,2591,2592,2511,2647,2820,2756,2837,2773,2917,3270,2998,2971,2827,2955,2955,2891,2891,3366,3294,3358,3430
80559808,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
80559810,368,368,521,585,585,585,563,493,493,493,411,475,475,475,475,475,475,475,475,475,473,553,553,553,481,481,481,481,481,481,481,553,566,566,438,366
80551001,5277,5277,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5264,5153,5153,5153,5153,5153,5153,5201,5201,5201,5201,5201,5201,5201,5201
80551006,4763,4763,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4721,4721,4721,4721,4721,4607,4607,4607,4543,4615,4687,4703,4703,4703,4703,4703,4703,4711,4711
80551007,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876
80551008,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
80551010,3988,3988,3988,3988,3988,3988,4010,4082,4082,4082,4228,4228,4228,4228,4228,4228,4228,4228,4228,4228,4230,4294,4294,4294,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4494,4566
80551011,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508,19508
80558101,28449,28521,28521,28521,28520,28400,28400,28376,28312,28312,28312,28257,28378,28329,28272,28336,28336,28282,28334,28334,28358,28439,28439,28374,28356,28288,28288,28313,28313,28313,28315,28387,28387,28387,28294,28223
80558104,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
80558105,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17
80558106,228896,228960,229168,229232,229161,229344,229553,229513,229513,229441,229369,229424,229448,229425,229465,229393,229321,229375,228834,228543,228353,228295,228292,228269,228279,228836,228919,229004,228782,228713,228582,228654,228467,228403,228424,228528
80558107,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
80558108,14225,14225,14225,14225,14225,14225,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14105,14105,14105,14105,14105,14105,14105,14297,14280,14280,14280,14280,14280,14280,14280,14256
80558110,57555,57555,57402,57338,57273,56912,56912,56912,56912,56912,56912,57049,57410,57335,57335,57335,57335,57335,57335,57265,57055,57055,57055,56999,56999,56935,57005,57290,57026,56890,56810,56666,56701,56701,56701,56965
80558111,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904,25904
80558101,60610,60714,60714,60649,60649,60449,60369,60399,60327,60391,60456,60456,60656,60600,60634,60570,60546,60546,60546,60504,60296,60057,60193,60167,60095,59959,59793,60024,60249,60249,60302,60295,60337,60452,60484,60498
80558104,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
80558105,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
80558106,298245,298028,298028,297965,298329,298479,298432,298730,298860,298740,298558,298146,298100,298300,298338,298511,298556,298601,299090,299005,298989,298945,298786,298498,298601,298601,298579,298531,298345,298368,298800,298895,299006,299135,299311,299485
80558107,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
80558108,22582,22582,22582,22582,22582,22614,22614,22614,22614,22614,22565,22565,22565,22565,22565,22565,22565,22614,22614,22614,22614,22614,22573,22573,22534,22534,22534,22534,22534,22575,22575,22542,22542,22542,22542,22542
80558110,221198,221069,221069,220869,220797,220704,220703,220795,220779,220819,220840,220912,220933,220802,220802,220947,220971,220886,220950,221022,220601,220432,220368,220232,220330,220330,219949,220158,220098,219890,219482,219447,218991,219315,219659,219280
80558111,131431,131431,131431,131431,131431,131431,131431,131431,131396,131396,131396,131396,131396,131396,131396,131431,131411,131411,131411,131411,131411,131411,131411,131431,131431,131431,131431,131431,131431,131431,131431,131431,131431,131431,131431,131431
80558101,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468
80558105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
80558106,3470,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3334,3334,3334,3334
80558108,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
80558110,10723,10723,10723,10723,10723,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787
80558111,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989
80554001,93070,93070,93083,93083,93083,93083,93083,93019,93019,92991,92991,92991,92991,92991,92991,92991,92991,92991,92991,93020,93020,93020,93131,93131,93131,93131,93131,93131,93067,93067,93067,93067,93067,93067,93067,93067
80554004,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
80554005,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
80554006,1902668,1902684,1902735,1903168,1903168,1903296,1903143,1903071,1902472,1902392,1902320,1902520,1902592,1902801,1902937,1903209,1902975,1903247,1903511,1903482,1903554,1903393,1903860,1905002,1905369,1906843,1906843,1906843,1906635,1906635,1906499,1906435,1906099,1906027,1905827,1905827
80554007,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571,21571
80554008,102121,102121,102121,102121,102121,102121,102121,102121,102121,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077,102077
80554010,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484,27484
80554011,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818,4818
80555001,125354,125354,125354,125354,125218,125182,125182,125182,125182,125182,125110,125110,125110,125110,125174,125174,125174,125174,125174,125238,125174,125174,125174,125171,125171,125171,125080,125080,125080,125080,125080,125080,125080,125080,125080,125080
80555005,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
80555006,832721,832666,832249,832049,831696,831468,831404,831123,830779,830563,830563,830410,830346,830282,830282,830282,830362,830362,830226,830226,830290,830072,830072,829931,829931,829595,829550,829622,829550,829550,829333,828861,828304,828015,827887,827815
80555007,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885
80555008,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203,39203
80555010,99142,99142,99142,99142,99142,99206,99206,99204,99204,99204,99204,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99140,99127,99127,99127,99127
80555011,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777
80559901,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
80559906,35391,34966,34774,34349,34285,34157,34157,34157,34157,34084,34020,33884,33884,33675,33611,33267,33267,32995,32731,32731,32731,32603,32386,31172,30324,29402,29402,29402,29330,29330,29330,29330,29330,29330,29250,29074
80559908,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,232
80559910,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
80559911,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
80559901,1054,1054,1054,1054,1054,1090,1090,1090,1090,1118,1118,1118,1118,1118,1118,1118,1118,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1146,1146,1146,1146,1146,1146,1146,1169
80559904,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
80559906,93858,94403,94892,95020,95373,95673,95962,96179,96532,96748,96884,96973,96973,96973,96901,96901,96973,96945,96945,96945,96873,97235,97163,97163,97227,97139,97139,97139,97347,97347,97764,98300,98717,99078,99478,99703
80559907,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
80559908,1425,1425,1425,1425,1425,1425,1425,1425,1425,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1438
80559910,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491
80559911,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059
80559101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,114
80559106,868,868,868,868,868,796,724,724,724,724,724,724,724,724,724,724,724,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,688,639
80559110,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
80559201,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
80559206,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884
80559210,296,296,296,296,296,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
80553106,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
80553110,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
80579001,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7172
80579003,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283
80579006,9026,8954,8954,8954,8954,8954,8954,8954,8954,8954,8882,8882,8882,8882,8882,8882,8882,8882,8882,8882,8882,8882,8882,8946,8946,9027,9027,9027,9027,8963,8963,8963,8963,8899,8899,8899
80579007,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683,4683
80579008,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749
80579010,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859
80579011,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214
80579801,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431
80579803,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
80579806,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5128,5128,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192,5192
80579808,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403
80579810,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850
80578101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,29,29,9
80578106,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,29,29,29,42,42,42,42,13,13,13,0,0,13,13,13,13,13,40,40,27
80578108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80578110,3561,3636,3244,2658,2343,3178,3820,4681,5503,5925,6284,6370,6152,7054,7092,6800,6330,6579,6571,7158,5894,4774,6350,6981,6160,6181,5437,5879,6209,4921,4815,5148,5479,6417,6672,6279
80578111,24,24,29,9,5,5,5,5,5,35,35,35,35,58,60,60,25,25,25,25,2,0,0,0,0,12,12,12,66,89,89,89,77,77,77,23
80578101,663,616,744,680,951,990,663,1145,1145,1017,1089,882,746,746,336,472,594,594,666,666,1066,994,1194,1153,1081,1142,1278,1031,1303,1184,1103,1298,1380,1634,2518,2822
80578106,56,18,18,18,41,41,23,31,31,31,31,31,31,31,23,23,46,46,23,23,23,23,23,0,0,0,2,2,38,85,85,106,108,124,138,106
80578108,2779,2745,2728,2006,1874,1721,1882,1358,1695,1198,1488,1380,1797,1780,1871,1726,1926,1934,2982,2501,2519,2438,2157,2046,2179,1165,1716,1771,2407,2551,2967,2816,2733,2318,2109,1894
80578110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,18,18,81,81,72,72,72,71
80578111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,33,33,0,0,0,0,0
80578101,8,0,0,0,0,0,0,0,8,8,8,8,8,8,8,0,16,20,20,20,20,20,20,4,0,0,0,0,0,0,0,0,0,0,0,0
80578106,888,824,777,825,817,809,1409,1409,1609,1864,1536,1408,1344,816,1016,1224,864,1077,1158,1422,1286,1086,806,975,978,1305,1313,1466,1628,2229,2468,2460,2260,2052,2280,2527
80578108,72,72,72,72,72,128,128,128,128,128,128,128,0,0,0,0,0,272,272,272,272,272,272,272,0,0,81,81,81,81,97,97,97,16,16,16
80578110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,88,116,116
80579801,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,510,510,510,510,510,510,510,510,510,438,438,438,438,438,438,438,438
80579806,72,144,144,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,251,179,179,179,179,179,107,107,43,43,43,43,43,43,43,43,43
80579808,545,545,545,481,481,481,481,481,609,609,609,609,609,609,609,545,545,545,481,481,481,481,481,547,547,547,547,547,547,547,481,481,481,481,481,481
80579811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,0,0,0,0,0,0
80571001,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2337,2337,2337,2337,2337,2337,2337,2337
80571003,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
80571006,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3854,3854,3854,3854,3854,3926,3926,3990,3990,3990,3990,3990,3990,3990,3990,3990
80571007,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
80571008,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,678,678,678,742,742,742,742,742,742,742,742,742,742,742,742,808,808,808,808,808,808
80571010,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412
80571011,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14541,14556,14556,14556,14556,14556,14556
